Property Name	Data Type	Data Default Value	Param0 Type	Param0 Default Value	Param1 Type	Param1 Default Value	Param2 Type	Param2 Default Value	Param3 Type	Param3 Default Value
ItemVariationProp	Real	1f	-	-	-	-	-	-	-	-
ItemSoldPriceProp	Integer	0	-	-	-	-	-	-	-	-
PowerKeywordChangeProp	Integer	-1	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	Powers/Blueprints/PowerKeyword.blueprint	Powers/Blueprints/PowerKeyword.defaults	-	-	-	-
KnockbackProp	Boolean	False	-	-	-	-	-	-	-	-
KnockbackDistanceProp	Curve	0f (PowerRank)	-	-	-	-	-	-	-	-
KnockbackTimeResultProp	Real	0f	-	-	-	-	-	-	-	-
KnockbackSpeedResultProp	Real	0f	-	-	-	-	-	-	-	-
KnockbackAccelerationResultProp	Real	0f	-	-	-	-	-	-	-	-
KnockbackMovementTypeProp	Integer	0	-	-	-	-	-	-	-	-
KnockbackResistProp	Real	0f	-	-	-	-	-	-	-	-
KnockbackReverseTargetOriProp	Boolean	False	-	-	-	-	-	-	-	-
KnockbackSourceUseUltimateOwnerProp	Boolean	False	-	-	-	-	-	-	-	-
KnockbackToSourceProp	Boolean	False	-	-	-	-	-	-	-	-
KnockdownProp	Boolean	False	-	-	-	-	-	-	-	-
KnockupProp	Boolean	False	-	-	-	-	-	-	-	-
LastActiveMissionChapterProp	Prototype	StoryStructure/Prototypes/Story/Ch00TheRaft.prototype	-	-	-	-	-	-	-	-
LastDailyAdvMishCalendarDayProp	Integer	0	-	-	-	-	-	-	-	-
LastDailyMissionCalendarDayProp	Integer	0	-	-	-	-	-	-	-	-
LastInflictedDamageTimeProp	Time	0	-	-	-	-	-	-	-	-
LastHostileTargetIDProp	EntityId	0	-	-	-	-	-	-	-	-
LastTownRegionProp	Prototype	0	-	-	-	-	-	-	-	-
LastTownRegionForAccountProp	Prototype	0	-	-	-	-	-	-	-	-
LegendaryMarksAmountProp	Integer	0	-	-	-	-	-	-	-	-
LegendaryMissionObjsCompProp	Integer	0	Missions/Blueprints/Mission.blueprint	Missions/Blueprints/Mission.defaults	Integer	0	-	-	-	-
LegendaryMissionSuccCondCntProp	Integer	0	Missions/Blueprints/Mission.blueprint	Missions/Blueprints/Mission.defaults	Integer	0	Integer	0	-	-
LegendaryMissionFailCondCntProp	Integer	0	Missions/Blueprints/Mission.blueprint	Missions/Blueprints/Mission.defaults	Integer	0	Integer	0	-	-
LegendaryMissionCRCProp	Integer	0	Missions/Blueprints/Mission.blueprint	Missions/Blueprints/Mission.defaults	-	-	-	-	-	-
LegendaryMissionsCompleteProp	Integer	0	-	-	-	-	-	-	-	-
LegendaryMissionSharedByPlayerProp	Guid	0	-	-	-	-	-	-	-	-
LegendaryMissionSharedMissionProp	Prototype	0	-	-	-	-	-	-	-	-
LegendaryMissionWasSharedProp	Boolean	False	-	-	-	-	-	-	-	-
LiveTuneConditionVarProp	Real	1f	-	-	-	-	-	-	-	-
LoginRewardReceivedDateProp	Integer	0	Entity/Items/LoginRewards/LoginReward.blueprint	Entity/Items/LoginRewards/LoginReward.defaults	-	-	-	-	-	-
LoginCountProp	Integer	0	-	-	-	-	-	-	-	-
LookAtMousePositionProp	Boolean	False	-	-	-	-	-	-	-	-
LootBonusRarityPctProp	Real	0f	-	-	-	-	-	-	-	-
LootBonusRarityStackCountProp	Integer	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
LootBonusRarityStackingMultProp	Real	0f	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
LootBonusCreditsFlatProp	Integer	0	-	-	-	-	-	-	-	-
LootBonusCreditsStackCountProp	Integer	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
LootBonusCreditsStackingMultProp	Real	0f	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
LootBonusCreditsPctProp	Real	0f	-	-	-	-	-	-	-	-
LootBonusCurrencyStackCountProp	Integer	0	Entity/Items/CurrencyItems/CurrencyPrototypes/Currency.blueprint	Entity/Items/CurrencyItems/CurrencyPrototypes/Currency.defaults	Integer	0	-	-	-	-
LootBonusSpecialPctProp	Real	0f	-	-	-	-	-	-	-	-
LootBonusSpecialStackCountProp	Integer	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
LootBonusSpecialStackingMultProp	Real	0f	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
LootBonusXPPctProp	Real	0f	-	-	-	-	-	-	-	-
LootCooldownByChannelProp	Prototype	0	-	-	-	-	-	-	-	-
LootCooldownCountProp	Integer	0	Loot/Cooldowns/Blueprints/LootCooldownChannel.blueprint	Loot/Cooldowns/Blueprints/LootCooldownChannel.defaults	-	-	-	-	-	-
LootCooldownKillWithLootCountProp	Integer	0	-	-	-	-	-	-	-	-
LootCooldownRolloverWallTimeProp	Real	-1f	Integer	0	Types/Weekday.type	All	-	-	-	-
LootCooldownTimeHoursProp	Integer	0	-	-	-	-	-	-	-	-
LootCooldownTimeStartChannelProp	Time	0	Loot/Cooldowns/Blueprints/LootCooldownChannel.blueprint	Loot/Cooldowns/Blueprints/LootCooldownChannel.defaults	-	-	-	-	-	-
LootCooldownTimeStartEntityProp	Time	0	Entity/Characters/Agent.blueprint	Entity/Characters/Agent.defaults	Difficulty/Blueprints/DifficultyTier.blueprint	Difficulty/Blueprints/DifficultyTier.defaults	-	-	-	-
LootCooldownTimeStartRegionProp	Time	0	Regions/Region.blueprint	Regions/Region.defaults	Difficulty/Blueprints/DifficultyTier.blueprint	Difficulty/Blueprints/DifficultyTier.defaults	-	-	-	-
LootCooldownTimeStartSpecialProp	Time	0	-	-	-	-	-	-	-	-
LootSourceTableOverrideProp	Prototype	0	Loot/LootTableSource.type	Explicit	Loot/LootDropEventType.type	None	-	-	-	-
LootSpawnPrototypeProp	Prototype	0	-	-	-	-	-	-	-	-
LootTablePrototypeProp	Prototype	0	Loot/LootDropEventType.type	None	Integer	0	Loot/LootDropActionType.type	Spawn	-	-
LootTableSourceProp	Asset	0	-	-	-	-	-	-	-	-
MagnetizedProp	Integer	0	-	-	-	-	-	-	-	-
MapAreaIdProp	Integer	0	-	-	-	-	-	-	-	-
MapCellIdProp	Integer	0	-	-	-	-	-	-	-	-
MapIconOverrideProp	Prototype	0	-	-	-	-	-	-	-	-
MapOrientationProp	Real	0f	-	-	-	-	-	-	-	-
MapPositionProp	Int21Vector3	0	-	-	-	-	-	-	-	-
MapRegionIdProp	RegionId	0	-	-	-	-	-	-	-	-
MapTrackingProp	Real	0f	UI/MapInfo/IconAppearances/IconBehaviors/UIMapInfoIconBehavior.blueprint	Metagame/MiniMap/EnemyMinionIconBehavior.prototype	Entity/Alliances/Alliance.blueprint	Entity/Alliances/AnyHostileEntity.prototype	Entity/EntityKeyword.blueprint	Entity/EntityKeyword.defaults	Entity/EntityKeyword.blueprint	Entity/EntityKeyword.defaults
MetaGameEntityEventCountProp	Integer	0	Metagame/MetaState/MetaState.blueprint	Metagame/MetaState/MetaState.defaults	Events/GameEvents/EntityGameEventEnum.type	Invalid	-	-	-	-
MetaGameIgnoreDeathLimitsProp	Boolean	False	-	-	-	-	-	-	-	-
MetaGameStateForceProp	Prototype	0	-	-	-	-	-	-	-	-
MetaGameTeamProp	Prototype	0	-	-	-	-	-	-	-	-
MetaGameTimeStateRemovedMSProp	Time	0	Metagame/MetaState/MetaState.blueprint	Metagame/MetaState/MetaState.defaults	-	-	-	-	-	-
MetaGameTimeStateAddedMSProp	Time	0	Metagame/MetaState/MetaState.blueprint	Metagame/MetaState/MetaState.defaults	-	-	-	-	-	-
MetaGameWaveCountProp	Integer	0	-	-	-	-	-	-	-	-
MetaStateProgressProp	Time	0	Regions/Region.blueprint	Regions/Region.defaults	Difficulty/Blueprints/DifficultyTier.blueprint	Difficulty/Blueprints/DifficultyTier.defaults	Metagame/MetaState/MetaState.blueprint	Metagame/MetaState/MetaState.defaults	-	-
MetaStateWaveCountProp	Integer	0	Metagame/MetaState/MetaStateWaveInstance.blueprint	Metagame/MetaState/MetaStateWaveInstance.defaults	-	-	-	-	-	-
MetaStateWaveForceProp	Prototype	0	Metagame/MetaState/MetaState.blueprint	Metagame/MetaState/MetaState.defaults	-	-	-	-	-	-
MetaStateApplyOnInitProp	Boolean	False	Metagame/MetaState/MetaState.blueprint	Metagame/MetaState/MetaState.defaults	-	-	-	-	-	-
MesmerizedProp	Boolean	False	-	-	-	-	-	-	-	-
MissileAbsorbChancePctProp	Real	0f	-	-	-	-	-	-	-	-
MissileAbsorbImmunityProp	Boolean	False	-	-	-	-	-	-	-	-
MissileAlwaysCollidesProp	Boolean	False	-	-	-	-	-	-	-	-
MissileOwnedByPlayerProp	Boolean	False	-	-	-	-	-	-	-	-
MissileBaseMoveSpeedProp	Real	0f	-	-	-	-	-	-	-	-
MissileBlockingHotspotProp	Boolean	False	-	-	-	-	-	-	-	-
MissileBlockingHotspotImmunityProp	Boolean	False	-	-	-	-	-	-	-	-
MissileContextIndexProp	Integer	0	-	-	-	-	-	-	-	-
MissileCountPerCreationEventProp	Integer	0	-	-	-	-	-	-	-	-
MissileCreationCountTotalProp	Integer	0	-	-	-	-	-	-	-	-
MissileCreationDelayProp	Integer	0	-	-	-	-	-	-	-	-
MissileCreatorIdProp	EntityId	0	-	-	-	-	-	-	-	-
MissilePierceChanceProp	Real	0f	Powers/Blueprints/PowerKeyword.blueprint	Powers/Blueprints/PowerKeyword.defaults	-	-	-	-	-	-
MissileRangeProp	Real	0f	-	-	-	-	-	-	-	-
MissileReflectionImmunityProp	Boolean	False	-	-	-	-	-	-	-	-
MissileReturningProp	Boolean	False	-	-	-	-	-	-	-	-
MissileReturnsWeaponProp	Boolean	True	-	-	-	-	-	-	-	-
MissileSeedProp	Integer	0	-	-	-	-	-	-	-	-
MissileSeekTargetIdProp	EntityId	0	-	-	-	-	-	-	-	-
MissileSpeedBonusProp	Real	0f	-	-	-	-	-	-	-	-
MissionAllyOfAvatarProp	Boolean	False	-	-	-	-	-	-	-	-
MissionAllyOfAvatarDbGuidProp	Guid	0	-	-	-	-	-	-	-	-
MissionCompletedProp	Boolean	False	Missions/Blueprints/Mission.blueprint	Missions/Blueprints/Mission.defaults	-	-	-	-	-	-
MissionHotspotProp	Boolean	False	-	-	-	-	-	-	-	-
MissionPlayerIDProp	EntityId	0	-	-	-	-	-	-	-	-
MissionPrototypeProp	Prototype	0	-	-	-	-	-	-	-	-
MissionRewardReceivedProp	Boolean	False	Missions/Blueprints/Mission.blueprint	Missions/Blueprints/Mission.defaults	-	-	-	-	-	-
MissionTrackerAchievementsProp	Boolean	False	Integer	0	-	-	-	-	-	-
MissionTrackerFilterProp	Boolean	False	UI/MissionTracker/MissionTrackerFilter.blueprint	UI/MissionTracker/MissionTrackerFilter.defaults	-	-	-	-	-	-
MissionXEncounterHostilityOkProp	Boolean	False	-	-	-	-	-	-	-	-
MobRankOverrideProp	Prototype	0	-	-	-	-	-	-	-	-
MouseHitCollisionMultExtraProp	Real	1f	-	-	-	-	-	-	-	-
MovementSpeedChangeImmunityProp	Boolean	False	-	-	-	-	-	-	-	-
MovementSpeedDecrPctProp	Real	0f	-	-	-	-	-	-	-	-
MovementSpeedFromEnduranceProp	Real	0f	Entity/Characters/Avatars/ManaBehaviors/ManaType.type	Type1	-	-	-	-	-	-
MovementSpeedIncrPctProp	Real	0f	-	-	-	-	-	-	-	-
MovementSpeedOverrideProp	Real	0f	-	-	-	-	-	-	-	-
MovementSpeedRateProp	Real	0f	-	-	-	-	-	-	-	-
NavigationInfluenceBeforeMovingProp	Boolean	False	-	-	-	-	-	-	-	-
NeedsInventoryDBLoadProp	Boolean	False	-	-	-	-	-	-	-	-
NeedsTeamAssignmentProp	Boolean	False	Events/PublicEvents/Blueprints/PublicEvent.blueprint	Events/PublicEvents/Blueprints/PublicEvent.defaults	Integer	0	-	-	-	-
NegateHotspotsProp	Boolean	False	Entity/Types/HotspotNegateByAllianceType.type	Enemies	Entity/EntityKeyword.blueprint	Entity/EntityKeyword.defaults	Integer	0	-	-
NegStatusImmunityProp	Boolean	False	-	-	-	-	-	-	-	-
NegStatusUsableProp	Boolean	False	-	-	-	-	-	-	-	-
NoAvatarSwapProp	Boolean	False	-	-	-	-	-	-	-	-
NoCooldownsProp	Boolean	False	-	-	-	-	-	-	-	-
NoEnduranceCostsProp	Boolean	False	Entity/Characters/Avatars/ManaBehaviors/ManaType.type	Type1	-	-	-	-	-	-
NoEntityCollideProp	Boolean	False	-	-	-	-	-	-	-	-
NoEntityCollideExceptionProp	EntityId	0	-	-	-	-	-	-	-	-
NoExpOnDeathProp	Boolean	False	-	-	-	-	-	-	-	-
NoForcedMovementProp	Boolean	False	-	-	-	-	-	-	-	-
NoLootDropProp	Boolean	False	-	-	-	-	-	-	-	-
NoMissileCollideProp	Boolean	False	-	-	-	-	-	-	-	-
NPCAmbientLockProp	Boolean	False	-	-	-	-	-	-	-	-
NumMissileBouncesProp	Integer	0	-	-	-	-	-	-	-	-
NumberOfDeathsProp	Integer	0	-	-	-	-	-	-	-	-
NumMissionAlliesProp	Integer	0	-	-	-	-	-	-	-	-
NumOfPlayersInSameRegionProp	Integer	0	-	-	-	-	-	-	-	-
OmniDurationBonusPctProp	Real	0f	-	-	-	-	-	-	-	-
OnKillDestroyImmediateProp	Boolean	False	-	-	-	-	-	-	-	-
OnPowerUsePowerRefProp	Prototype	0	-	-	-	-	-	-	-	-
OpenMTXStoreProp	Asset	None	-	-	-	-	-	-	-	-
OpenPlayerStashProp	Boolean	False	-	-	-	-	-	-	-	-
OpenStoryWarpPanelProp	Boolean	False	-	-	-	-	-	-	-	-
OrbAggroRangePctBonusProp	Real	0f	-	-	-	-	-	-	-	-
OrbAggroRangeBonusStackCountProp	Integer	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
OrbAggroRangeBonusStackingMultProp	Real	0f	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
ParentSpawnerGroupIdProp	Integer	0	-	-	-	-	-	-	-	-
PartyKickGracePeriodExpireTimeProp	Time	0	-	-	-	-	-	-	-	-
PartySizeProp	Integer	0	-	-	-	-	-	-	-	-
PartyBoostCountProp	Integer	0	-	-	-	-	-	-	-	-
PartyLastIdProp	Guid	0	-	-	-	-	-	-	-	-
PayloadDamageRatingTotalProp	Real	0f	Property/DamageType.type	Any	-	-	-	-	-	-
PayloadDamageMultTotalProp	Real	0f	Property/DamageType.type	Any	-	-	-	-	-	-
PayloadDamagePctModifierTotalProp	Real	0f	Property/DamageType.type	Any	-	-	-	-	-	-
PayloadDamagePctWeakenTotalProp	Real	0f	Property/DamageType.type	Any	-	-	-	-	-	-
PayloadSkipRangeCheckProp	Boolean	False	-	-	-	-	-	-	-	-
PendingResurrectEntityIdProp	EntityId	0	-	-	-	-	-	-	-	-
PendingTeleportPartyMemberIdProp	Guid	0	-	-	-	-	-	-	-	-
PermaBuffProp	Boolean	False	PermaBuffs/PermaBuff.blueprint	PermaBuffs/PermaBuff.defaults	-	-	-	-	-	-
PetDamagePctBonusProp	Real	0f	-	-	-	-	-	-	-	-
PetHealthPctBonusProp	Real	0f	-	-	-	-	-	-	-	-
PetItemDonationCountProp	Integer	0	Entity/Items/Affixes/AffixPositionType.type	PetTech1	-	-	-	-	-	-
PetLifetimeChangePctProp	Real	0f	-	-	-	-	-	-	-	-
PetRegisterFloatProp	Real	0f	Integer	0	-	-	-	-	-	-
PetTechDonationMultiplierProp	Real	0.01f	-	-	-	-	-	-	-	-
PickupDestroyPendingProp	Boolean	False	-	-	-	-	-	-	-	-
PlaceableDeadProp	Boolean	False	-	-	-	-	-	-	-	-
PlayerScalingHealthPctBonusProp	Real	0f	-	-	-	-	-	-	-	-
PlayerMaxAvatarLevelProp	Integer	0	-	-	-	-	-	-	-	-
PowerActivationCountProp	Integer	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PowerActiveUntilProjExpireProp	Boolean	False	-	-	-	-	-	-	-	-
PowerBoostProp	Integer	0	Entity/Items/Affixes/PowerModifierAffixes/ItemPowerBonusParam.blueprint	Entity/Items/Affixes/PowerModifierAffixes/ItemPowerBonusParam.defaults	Entity/Characters/Avatars/Avatar.blueprint	Entity/Characters/Avatars/Avatar.defaults	-	-	-	-
PowerChargesAvailableProp	Integer	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PowerChargesMaxBonusProp	Integer	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PowerChargesMaxBonusForKwdProp	Integer	0	Powers/Blueprints/PowerKeyword.blueprint	Powers/Blueprints/PowerKeyword.defaults	-	-	-	-	-	-
PowerChargesMaxProp	Integer	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PowerClearsNegStatusChancePctProp	Real	0f	Property/PropertyInfo.blueprint	Property/PropertyInfo.defaults	-	-	-	-	-	-
PowerClearsNegStatusChancePctAllProp	Real	0f	-	-	-	-	-	-	-	-
PowerContactPctWhenMovingProp	Real	-1f	-	-	-	-	-	-	-	-
PowerCooldownDurationProp	Time	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PowerCooldownDurationPersistentProp	Time	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PowerCooldownStartTimeProp	Time	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PowerCooldownStartTimePersistentProp	Time	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PowerDmgBonusFromAtkSpdPctProp	Real	0f	-	-	-	-	-	-	-	-
PowerForceHealingProp	Boolean	False	-	-	-	-	-	-	-	-
PowerGrantRankProp	Integer	0	Entity/Items/Affixes/PowerModifierAffixes/ItemPowerBonusParam.blueprint	Entity/Items/Affixes/PowerModifierAffixes/ItemPowerBonusParam.defaults	Entity/Characters/Avatars/Avatar.blueprint	Entity/Characters/Avatars/Avatar.defaults	-	-	-	-
PowerHealthCostProp	Real	0f	-	-	-	-	-	-	-	-
PowerIconAssetOverrideProp	Asset	MarvelUIIcons.PowerNoIcon	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PowerLockProp	Boolean	False	-	-	-	-	-	-	-	-
PowerLockForPowerKeywordProp	Boolean	False	Powers/Blueprints/PowerKeyword.blueprint	Powers/Blueprints/PowerKeyword.defaults	-	-	-	-	-	-
PowerPeriodicActivationProp	Integer	0	-	-	-	-	-	-	-	-
PowerPeriodicActivationCountProp	Integer	0	-	-	-	-	-	-	-	-
PowerPreviousTargetsIDProp	EntityId	0	Integer	0	-	-	-	-	-	-
PowerProgressionVersionProp	Integer	0	-	-	-	-	-	-	-	-
PowerPointsUnspentProp	Integer	0	Integer	0	-	-	-	-	-	-
PowerRankProp	Integer	0	-	-	-	-	-	-	-	-
PowerRankBaseProp	Integer	-1	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PowerRankCurrentBestProp	Integer	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PowerRankConsiderPendingPointsProp	Boolean	False	-	-	-	-	-	-	-	-
PowerRankShowNextRankProp	Boolean	False	-	-	-	-	-	-	-	-
PowerRecurringCostProp	Curve	0f (PowerRank)	Entity/Characters/Avatars/ManaBehaviors/ManaType.type	Type1	-	-	-	-	-	-
PowersRespecResultProp	Boolean	False	Integer	0	Integer	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-
PowerSpecProp	Integer	0	Integer	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-
PowerSpecPendingProp	Integer	0	Integer	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-
PowerSpecIndexActiveProp	Integer	0	-	-	-	-	-	-	-	-
PowerSpecIndexUnlockedProp	Integer	1	-	-	-	-	-	-	-	-
PowerSummonedEntityCountProp	Integer	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PowersUnlockAllProp	Boolean	False	-	-	-	-	-	-	-	-
PowerToggleOnProp	Boolean	False	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PowerToggleInPrevRegionProp	Boolean	False	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PowerUnlockedProp	Boolean	False	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PowerUsePreventInProp	Boolean	False	Regions/RegionBehavior.type	Town	-	-	-	-	-	-
PowerUsePreventInRegionKwdProp	Boolean	False	Regions/RegionKeyword.blueprint	Regions/RegionKeyword.defaults	-	-	-	-	-	-
PowerUseRequiresRegionKwdProp	Boolean	False	Regions/RegionKeyword.blueprint	Regions/RegionKeyword.defaults	-	-	-	-	-	-
PowerUserOverrideIDProp	EntityId	0	-	-	-	-	-	-	-	-
PowerUsesReturningWeaponProp	Boolean	False	-	-	-	-	-	-	-	-
ProcProp	Real	0f	Powers/Types/ProcTriggerType.type	None	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	Integer	0	Integer	0
ProcKeywordProp	Real	0f	Powers/Types/ProcTriggerType.type	None	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	Types/Keyword.blueprint	Types/Keyword.defaults	Integer	0
ProcNotKeywordProp	Real	0f	Powers/Types/ProcTriggerType.type	None	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	Powers/Blueprints/PowerKeyword.blueprint	Powers/Blueprints/PowerKeyword.defaults	-	-
ProcActivatedByCondCreatorProp	Boolean	False	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
ProcAlwaysSucceedCountProp	Integer	0	-	-	-	-	-	-	-	-
ProcCasterOverrideProp	EntityId	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
ProcChanceOverrideProp	Real	0f	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
ProcPowerItemLevelProp	Integer	1	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
ProcPowerItemVariationProp	Real	0f	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
ProcPowerInvStackCountProp	Integer	1	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
ProcPowerRankProp	Integer	1	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
ProcRecursionDepthProp	Integer	0	-	-	-	-	-	-	-	-
ProcTargetOverrideProp	EntityId	0	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
ProcTargetsConditionCreatorProp	Boolean	False	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
ProcTargetsConditionOwnerProp	Boolean	False	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
PublicEventTeamAssignmentProp	Prototype	0	Events/PublicEvents/Blueprints/PublicEvent.blueprint	Events/PublicEvents/Blueprints/PublicEvent.defaults	Integer	0	-	-	-	-
PvPIncomingDamageMultProp	Real	1f	-	-	-	-	-	-	-	-
PvPOutgoingDamageMultProp	Real	1f	-	-	-	-	-	-	-	-
PvPDeathsProp	Integer	0	-	-	-	-	-	-	-	-
PvPKillsProp	Integer	0	-	-	-	-	-	-	-	-
PvPAssistsProp	Integer	0	-	-	-	-	-	-	-	-
PvPKillsAnyTransientProp	Integer	0	-	-	-	-	-	-	-	-
PvPLastKilledByEntityIdProp	Integer	0	-	-	-	-	-	-	-	-
PvPMatchCountProp	Integer	0	-	-	-	-	-	-	-	-
PvPWinsProp	Integer	0	-	-	-	-	-	-	-	-
PvPLossesProp	Integer	0	-	-	-	-	-	-	-	-
PvPRecentWinLossRatioProp	Real	0f	-	-	-	-	-	-	-	-
PvPKillsDuringMatchProp	Integer	0	Integer	0	-	-	-	-	-	-
PvPDeathsDuringMatchProp	Integer	0	Integer	0	-	-	-	-	-	-
PvPLastMatchIndexProp	Integer	0	-	-	-	-	-	-	-	-
PvPRecentKDRatioProp	Real	0f	-	-	-	-	-	-	-	-
PvPModeProp	Prototype	0	-	-	-	-	-	-	-	-
PvPUpgradesProp	Integer	0	-	-	-	-	-	-	-	-
PvPUpgradesBaseProp	Integer	0	-	-	-	-	-	-	-	-
PvPUpgradesCurrencyProp	Integer	0	-	-	-	-	-	-	-	-
PvPUpgradesTempProp	Integer	0	-	-	-	-	-	-	-	-
RankProp	Prototype	0	-	-	-	-	-	-	-	-
RangeModifierPctKeywordProp	Real	0f	Powers/Blueprints/PowerKeyword.blueprint	Powers/Blueprints/PowerKeyword.defaults	-	-	-	-	-	-
RangeModifierProp	Real	0f	-	-	-	-	-	-	-	-
RegionAffixProp	Boolean	False	Regions/Affixes/RegionAffix.blueprint	Regions/Affixes/RegionAffix.defaults	-	-	-	-	-	-
RegionAffixDifficultyProp	Integer	0	-	-	-	-	-	-	-	-
ReflectedProp	EntityId	0	-	-	-	-	-	-	-	-
ReflectInForwardDirectionProp	Boolean	False	-	-	-	-	-	-	-	-
RegionAvatarPowerProp	Boolean	False	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	-	-	-	-	-	-
RegionBodysliderTargetOverrideProp	Prototype	0	Entity/MetaGame/MetaGameTeam.blueprint	Entity/MetaGame/MetaGameTeam.defaults	-	-	-	-	-	-
RegionUITopPanelProp	Prototype	0	-	-	-	-	-	-	-	-
RegionStartTargetOverrideProp	Prototype	0	-	-	-	-	-	-	-	-
RemoveConditionsOfPowerProp	Boolean	False	Powers/Blueprints/Power.blueprint	Powers/Blueprints/Power.defaults	Integer	0	-	-	-	-
RemoveConditionsOfTypeProp	Asset	0	-	-	-	-	-	-	-	-
RemoveConditionsWithKeywordProp	Boolean	False	Powers/Blueprints/PowerKeyword.blueprint	Powers/Blueprints/PowerKeyword.defaults	Integer	0	-	-	-	-
RemoveConditionsWithPropertyOfTypeProp	Boolean	False	Property/PropertyInfo.blueprint	Property/PropertyInfo.defaults	Integer	0	-	-	-	-
RemovePowerWhenNotSimulatedProp	Boolean	True	-	-	-	-	-	-	-	-
RequirementProp	Real	0f	Property/PropertyInfo.blueprint	Property/PropertyInfo.defaults	-	-	-	-	-	-
RespawnHotspotOverrideInstProp	EntityId	0	Regions/RegionConnectionTarget.blueprint	Regions/RegionConnectionTarget.defaults	-	-	-	-	-	-
RespawnHotspotOverrideProp	Prototype	0	-	-	-	-	-	-	-	-
ResourceUIMaterialIndexProp	Integer	0	UI/Types/UIElements.type	PrimaryResourceBar	-	-	-	-	-	-
ResistancePercentageProp	Real	0f	-	-	-	-	-	-	-	-
RestrictedToPlayerProp	Boolean	False	-	-	-	-	-	-	-	-
RestrictedToPlayerGuidProp	Guid	0	-	-	-	-	-	-	-	-
RestrictedToPlayerGuidPartyProp	Guid	0	-	-	-	-	-	-	-	-
RollWithRarityTierProp	Integer	0	-	-	-	-	-	-	-	-
RotationSpeedOverrideProp	Real	0f	-	-	-	-	-	-	-	-
